27,R4,Rubirizi,3,0,0,1,1494,1980,3,1.2,2.5,1388.8,0.01,10,0.7,92.5,4.4,342.82,16.32,59892.46,2852.02,2081.93,105.1,2,1,1,5,3,9,1,6,1,0,1,25,25,40,3,0,0,365,10,5.050505051,11,5.555555556,6,0,1,0,0,0,0,0,1,0,0,1,0,3,1993.603102,3600,240000,3.629001966,1.665346727,4.263925113,0.480517493,0.13324766,32,4,Cluster4,0,0,0,1,2,1,0,1,,,,,,2,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,3,,,,,,,,,,,,2,,,,10,,2,6,,,,,4,5,,1,,,6,,,,3,,,,30,,,,,,,,2,,6,,,,,,,20,,,,122,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,2,,,,,,,6,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,2,,,,,,,,,4,2,6,,,,,,,,,,,,,,,,,275,397
28,R5,Rubirizi,3,0,0,1,1489,1189,2.9,1.2,2.42,394.89,0.03,30,0.33,68.7,2.22,183.41,5.92,22648.95,730.61,612.39,51.5,4,1,2,15,4,5,5,6,1,0,1,7,10,36,7,0,1,365,11,9.251471825,20,16.82085786,6,1,1,0,0,1,0,0,1,0,0,0,0,3,791.5447068,2571.625,631148.1481,1.90693513,0.829472247,1.544787553,0.276884638,0.077239378,20,3,Cluster3,0,0,1,0,6,3,1,2,,,,,,,,,,,,,3,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,13.16,,,,,,,,3,,526.4,2,,,,1,,,,,,,,,,,,,,,,,,,,,6.58,,,,578.14,,,,,,,131.6,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,165.6,743.74
29,R6,Rubirizi,3,0,0,1,1515,1373,2.9,1.2,2.42,532.23,0.01,10,0.39,33.5,2.09,156.29,9.77,27476.36,1717.27,1043.55,76,1,2,1,6,4,2,1,3,0,1,2,37,37,19,5,0,1,365,9,6.554989075,7,5.098324836,6,0,1,0,0,1,0,0,1,0,0,0,0,3,1232.524221,75,5000,2.909486545,1.072316115,2.370848591,0.312265612,0.076478987,31,2,Cluster2,0,1,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,20,1,,,,,,,,6,,,,,,,,,,,,,,,,,10,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,4,3,,,6,,,,,,,,,,,,,,78,126
30,R7,Rubirizi,3,0,0,1,1532,955,2.8,1.2,2.33,547.25,0.02,20,0.57,45.5,1.98,103.77,4.51,14641.05,636.57,914.79,95.8,2,3,0,11,5,2,1,6,0,1,2,50,50,70,3,0,1,365,10,10.47120419,11,11.51832461,5,0,1,0,0,0,0,0,1,0,0,0,1,3,868.0149117,90,6000,4.046424035,1.472594202,2.447542262,0.432963465,0.081584742,30,2,Cluster2,0,1,0,0,1,0,0,1,,,,,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,20,,,,,,2,20,2,,,,,4,,3,1,,1,6,,,8,,,,160,,,,,,,,2,,,,,,,,,15,43.98,,,301.98,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,20,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,37,338.98
31,R8,Rubirizi,3,0,0,1,1445,484,2.8,1.2,2.33,623.24,0.05,50,1.29,102.5,4.46,404.89,17.6,68579.49,2981.72,1126.71,232.8,0,1,1,6,6,9,0,4,1,0,1,46,55,60,4,0,0,365,9,18.59504132,14,28.92561983,5,0,1,0,0,0,0,0,1,0,0,0,0,2,838.9671763,0,0,3.943978056,0.877416243,1.420912304,0.263314043,0.050746868,28,2,Cluster2,0,1,0,0,3,1,0,2,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,3,10,,,,,1,10,,,,,,,,,,25,,,,3,,1,1,,,,,,,,2,,18624,,,,,3,,,,20,,,,,,,,,,,,,,,,,23,,,,18739,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,3,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,10,194,18933
32,R9,Rubirizi,3,0,0,1,1519,1303,2.7,1.2,2.25,851.2,0.02,20,0.65,69.2,2.77,228.35,9.13,33498.33,1339.93,1486.42,114.1,2,2,0,11,3,7,0,12,1,0,1,40,40,32,0,0,1,365,17,13.04681504,8,6.139677667,5,0,1,0,0,0,0,0,0,0,1,1,1,4,1420.848504,0,0,2.084650476,0.240490635,1.102640381,0.076699435,0.047940886,23,2,Cluster2,0,1,0,0,4,1,1,2,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,2,5,,,,,,,,,,2,,,,10,,1,124.12,,,,,,,,2,,,,3,,,,,,,70,,,,,,1,,,,,,,,,,,25,,,,263.12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.15,,,,,,,,,,,,,,,,,,2,,1,,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.35,,,,,,,,,,,,,,,,,,,,,,15,,,8,,,,,,,,,,,,,,,1599.5,1862.62
35,KY1,Sheema,2,0,1,0,1530,1311,1.5,0.7,2.14,767.99,0.03,30,0.59,86.6,2.47,359.37,10.27,58486.12,1671.03,1878.19,143.3,9,1,1,13,3,8,2,7,1,0,1,75,75,75,2,1,1,365,11,8.390541571,23,17.54385965,6,1,1,0,0,1,1,0,1,0,1,1,0,6,1527.783347,217.5,77586.41975,2.630864614,0.403319375,1.171695515,0.122372372,0.04339613,27,2,Cluster2,0,1,0,0,6,2,2,2,,,3,,,15,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,30,,,1,,,1,27,,,,,,,,3,,2371.8,,,,,2,,,,40,,,3,,,,,,,,,,,,,,26,,,,2531.8,,,,,,,395.3,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,1185.9,,,,,,10,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,1706.2,4238
44,KY10,Sheema,2,0,1,0,1528,4068,2.4,0.7,3.43,1403.06,0.01,10,0.34,59.6,2.29,211.04,8.12,32568.15,1252.62,2519.26,61.9,7,0,1,12,2,4,4,4,1,0,1,7,7,24,7,0,1,365,8,1.966568338,16,3.933136676,5,1,1,0,0,0,1,0,0,0,0,0,0,2,2712.421634,195,13000,3.491072528,1.514747556,3.259032751,0.44984095,0.11238044,29,2,Cluster2,0,1,0,0,6,2,2,2,,,,,,,,,6,,,,35,,,,,,5,,,,7,3,,5,,,1,,,,,,,,,,,,10,10,,,,1,,,,,,,,,,,,25,,,1,15,,3,28,,,,,,5,,,,39232,20,,,,1,,,,180,,,,,,,,2,5,20,,,,,,,49.04,5884.8,,20,45573.84,,,,,,4,980.8,,,,,,,,,,,,,,11,,,1,,3,,,,,1,,,1226,,,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1961.6,,,,,,,,,,,,1,,,,,,,,,,15,10,,,5,,,,,,,,,,,,,,4247.4,49821.24
45,KY11,Sheema,2,0,1,0,1529,1044,1.9,0.7,2.71,320,0.03,30,0.31,57.2,2.12,199.9,7.4,30745.83,1138.73,702.97,67.3,6,1,1,10,5,4,3,10,1,0,1,30,30,42,3,0,0,365,11,10.53639847,16,15.3256705,6,1,1,0,0,0,1,0,0,0,0,0,0,2,1057.768638,3307.5,476000,1.445885697,0.480073006,1.218041486,0.208493057,0.121804149,10,4,Cluster4,0,0,0,1,8,3,3,2,,,,,6,35,,,4,,,,,,,,,1,,1,,,,5,,2,,,,,,,,1,,,,,,,10,,3,,,1,,,,,,,,,,,,,,,,30,,6,,,,,,,4,,4,,9152,10,,,,5,,,2,120,,,,,1,,6,10,45.76,,,,,,,,45.76,,,33,9543.52,,,,,,,2288,,20,,,,,,,,,,,,,,,,,,,,,1,,,,1372.8,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1830.4,,,,,,,,,,,,18,,,,,,,,,,20,10,,,,,,,,,,,2,,,,,,5586.2,15129.72
36,KY2,Sheema,2,0,1,0,1529,647,1.6,0.7,2.29,1454.2,0.03,30,2.25,63.5,2.89,359.69,16.35,62621.96,2846.45,1058.97,163.7,5,1,1,7,1,7,1,11,1,0,1,49,49,20,7,0,1,365,8,12.36476043,14,21.63833076,6,0,1,0,1,0,1,0,0,0,0,0,0,3,1520.109339,22.5,1500,3.600978377,1.926133518,4.668642913,0.598387022,0.186745717,25,2,Cluster2,0,1,0,0,4,2,1,1,,,,,,3,,,,,,,24,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,4,1,,,,1,,,,20,,,,,,,,,15,,,,,,,2,28.14,,,6,109.14,,,,,,,140.7,,,,,,,,,,,,,,,,,,,,,1,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,492.45,,1,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,659.15,768.29
37,KY3,Sheema,2,0,1,0,1533,395,1.7,0.7,2.43,186.45,0.04,40,0.47,40.6,2.54,192.9,12.06,26276.88,1642.31,377.92,95.7,2,1,1,7,1,4,2,7,1,0,1,54,54,16,12,0,1,365,4,10.12658228,12,30.37974684,6,1,1,1,0,1,0,0,0,0,0,0,0,3,308.4508477,72,45313.58025,2.467039529,1.600937155,3.120092674,0.577416024,0.195005792,16,2,Cluster2,0,1,0,0,4,2,1,1,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,2,,,,2,,,300.8,,,,,,2,,1,,9024,3,,,,2,,,,40,,,,,,1,,,,,,,,,,,15.04,15,,,9419.84,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,300.8,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,526.4,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,1,,,,,,1616.2,11036.04
38,KY4,Sheema,2,0,1,0,1537,885,1.8,0.7,2.57,397,0.03,30,0.45,74.1,2.65,390.25,13.94,72232.42,2579.73,879.69,99.4,3,1,3,9,4,8,0,5,1,0,1,37,37,60,3,0,1,365,11,12.42937853,16,18.07909605,6,0,1,0,0,1,0,0,1,0,0,1,0,4,775.6330952,0,0,2.745763142,1.525121803,3.656312373,0.500939584,0.174110113,21,2,Cluster2,0,1,0,0,5,2,1,2,,,,,,1167.3,,,1,,,,30,,,,,,,,,,,3,,,,,,,,,,8,,,,,,,5,,,2,,,,,,,,,,,,,,2,,,,8,,,50,,,,,35,,,3,,15564,4,,,,1,,,,11673,,,,3,,,,5,30,,,,,,,,77.82,,2,7,28681.12,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,3,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,1167.3,,,,,,,,,,,,8,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,1383.3,30064.42
39,KY5,Sheema,2,0,1,0,1531,658,1.9,0.7,2.71,743.74,0.03,30,1.13,33.2,1.95,228.23,13.43,47086.8,2769.81,453.99,69,5,0,0,7,2,3,1,8,1,0,1,36,36,25,7,0,0,365,7,10.63829787,10,15.19756839,4,0,1,0,1,0,1,0,1,0,0,0,0,4,445.5826267,360,24000,2.088023796,1.442205422,3.500056084,0.532562292,0.233337072,15,2,Cluster2,0,1,0,0,6,1,2,3,,,,,,2,,,2,,,,1,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,2,,,,,3,,,10,,,,,,,,,,,5,,3,,,,,,5,,,,,2,,20,2,,,,,,,,200,,,1,,,,,,,25,,,,,,,79.52,20,,,386.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,795.2,,1,,,,,,,,,,8,,,,,1,,1,,1,3,2,,,,,,,,,,,,,,,,,909.2,1295.72
40,KY6,Sheema,2,0,1,0,1535,383,1.9,0.7,2.71,126,0.03,30,0.33,17.5,1.35,38.45,2.96,1525.64,117.36,290.49,75.8,3,0,1,5,2,2,0,4,1,0,1,36,36,32,4,0,1,365,6,15.66579634,7,18.2767624,5,0,1,0,0,0,1,0,0,0,0,0,0,2,265.2537798,0,0,6.125625178,2.112335293,3.542254473,0.584985686,0.095736607,37,2,Cluster2,0,1,0,0,2,1,0,1,,,3,,,,,,1,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,8,,1,,,2,2,6,,,,,,,,,,30,,,,1,,1,,,,,,4,1,,,,,,,,,2,,,,20,,,,,,,,,2,5,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,28,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,787,,,,,,,3,,,,,,,,,,,,1,,,6,4,,,,,,,,,,,,,,,,,843,940
41,KY7,Sheema,2,0,1,0,1536,733,2.1,0.7,3,338.98,0.04,40,0.46,72.8,2.8,333.91,12.84,69441.72,2670.84,386.62,52.7,7,1,1,6,4,7,1,8,1,0,1,64,64,38,5,0,3,365,7,9.549795362,18,24.55661664,6,0,1,0,0,0,1,0,0,0,0,0,0,2,634.9833344,303.75,148000,4.366267619,0.908172239,1.621924645,0.255438349,0.046340704,35,4,Cluster4,0,0,0,1,4,1,0,3,,,,,,40,,,1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,,10,,,,,,1,,1,,36448,,,,,2,,,,70,,,,,,,,,3,,,,,,,,,20,,,36630,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,40,,2,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.7,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,,2,,,,,,,,,1674.7,38304.7
42,KY8,Sheema,2,0,1,0,1537,1552,2.1,0.7,3,18933,0.02,20,12.2,81.1,3.24,408.07,16.32,79933.54,3197.34,2095.32,135,4,1,2,6,4,8,1,7,1,0,1,8,8,41,0,0,1,365,9,5.798969072,16,10.30927835,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1105.108575,151.875,74000,2.763883374,1.313737801,2.839237959,0.431508661,0.135201808,21,2,Cluster2,0,1,0,0,5,2,1,2,,,,,,25,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,25,,,,10,,,1,,,,,2,1,,2,,18080,1,,,,1,,,,,,,,,,,,,,1,,,,,,,45.2,80,,,18279.2,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,12,,,,,32,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,565,,,,,,,,,,,,,,,,,,,1,,,5,3,,,7,,,,,,,,,,,,,,1309,19588.2
43,KY9,Sheema,2,0,1,0,1538,3103,2.3,0.7,3.29,1862.62,0.01,10,0.6,106.1,4.42,358.73,14.95,54497.85,2270.74,3481.73,112.2,3,1,2,6,4,8,3,12,1,0,1,4,4,48,7,1,0,365,9,2.900418949,15,4.834031582,6,1,1,0,0,0,1,0,0,0,0,0,0,2,3920.19072,4511.25,684000,3.364016692,2.294577981,8.500575367,0.696204962,0.314836125,27,3,Cluster3,0,0,1,0,4,2,0,2,,,,,,30,,,2,,,,35,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,4,,,,,,,,,10,,,30,,,,,5,3,,3,,,2,,,,2,,,,40,,,,,,,,2,,,,,,,,,83.42,1251.3,,,1507.72,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,,,,417.1,,,,,,,,,,,,,,,1,,,,,,,,34,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,1042.75,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,1534.85,3042.57
57,N1,Sheema,2,0,1,0,1531,3953,2.7,1.1,2.45,4238,0.01,10,1.07,50.4,2.1,247.96,10.33,47298.45,1970.77,2938.67,74.3,7,0,2,7,3,5,1,6,1,0,1,12,12,45,7,2,1,365,8,2.023779408,15,3.79458639,5,0,0,0,0,0,1,0,1,1,0,1,0,4,3272.708443,108,52622.22222,5.017891086,2.237682536,4.517277845,0.651628094,0.14571864,31,2,Cluster2,0,1,0,0,4,1,1,2,,,5,,,,,,1,,,30,,,,,,,,,,,,8,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,2,,,,,70,,,,,,6,,,,,,,,,,,,,,,,,269,,,,398,20,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,20,15,201.75,,,,,,,1,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,386.35,784.35
66,N10,Sheema,2,0,1,0,1521,4904,2.2,1.1,2,49821.24,0.01,10,10.16,90.6,2.21,328.81,8.02,43494.43,1060.84,11025.44,224.8,10,1,3,14,4,9,2,13,1,0,1,34,34,55,13,0,1,365,15,3.058727569,25,5.097879282,6,1,0,0,0,0,1,0,1,1,0,1,0,4,7902.439551,1578.75,744000,2.58659084,0.628232688,1.339218351,0.200361616,0.058226885,23,3,Cluster3,0,0,1,0,7,4,1,2,,,,,,10,,,2,,,,,,,,,,,,,,,4,,4,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,226.1,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,5,,,,,,,,402.1,437.1
67,N11,Sheema,2,0,1,0,1526,4576,2.1,1.1,1.91,15129.72,0.01,10,3.31,80.7,2.18,427.87,11.56,80029.18,2162.95,7915.02,173,6,2,1,16,3,9,4,4,1,0,1,24,24,23,12,2,2,365,11,2.403846154,24,5.244755245,6,1,0,0,0,0,1,0,1,1,0,1,0,4,5855.217293,3915,772000,2.121073291,0.743084452,1.367991832,0.236991173,0.059477906,23,3,Cluster3,0,0,1,0,7,3,3,1,,,,,,,,,6,,,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,3,450.9,,,,,10,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,300.6,,,,791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.18,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,40,526.05,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,665.23,1456.73
58,N2,Sheema,2,0,1,0,1530,1407,2.7,1.1,2.45,768.29,0.02,20,0.55,39.5,1.72,164.06,7.13,20837.76,905.99,1720.98,122.3,6,1,1,9,1,5,4,5,1,0,1,5,5,26,12,1,2,365,8,5.685856432,14,9.950248756,6,1,0,0,0,0,1,0,1,1,0,1,0,4,1417.349194,1006.875,131000,2.389647768,0.806609018,1.41520312,0.290922708,0.088450195,16,2,Cluster2,0,1,0,0,4,2,1,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,305.6,,,,317.6,,,,,,,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4,,,,,,,1,,,,,3,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,498.8,816.4
59,N3,Sheema,2,0,1,0,1529,1504,2.6,1.1,2.36,11036.04,0.02,20,7.34,46.1,1.92,190.35,7.93,30696.1,1279,2552.74,169.7,6,1,2,8,4,3,7,7,1,0,1,8,8,27,7,0,1,365,8,5.319148936,16,10.63829787,6,1,0,0,0,0,1,0,1,1,0,1,0,4,2149.879309,5090.625,1045000,2.577229754,0.206024699,1.062465779,0.065707249,0.046194164,23,3,Cluster3,0,0,1,0,5,1,2,2,,,,,,,,,2,,,,,,,,10,4,,,,,,4,,2,1,5,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,1,1,,,,,,1,,,,,5,,,3,,,,5,,,,1,,,,1,8.54,,,,60.54,,,,1,,,42.7,,,,,,,,,,,,,,,,,,4,,,,,,,,,7,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,10,181.475,,,,,,,,,,,,23,,1,,,,,,1,,,10,,,,,,,6,,,,2,,,,,,296.175,356.715
60,N4,Sheema,2,0,1,0,1524,3891,2.7,1.1,2.45,30064.42,0.01,10,7.73,53.6,1.73,257.7,8.31,43120.84,1390.99,6093.28,156.6,6,1,2,12,5,5,5,6,1,0,1,20,20,63,0,1,0,365,9,2.313030069,20,5.140066821,6,1,0,0,0,0,1,0,1,1,0,1,0,4,9901.774005,30,2466400,2.921203078,1.242274348,2.140007024,0.390891537,0.089166959,24,1,Cluster1,1,0,0,0,6,3,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,14,,,2,,,,,,,,,2,,5,1,,,,,,,,,,396,,,,,,,,,,,,,,,,,19.8,,,,444.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,40,693,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,944,1388.8
61,N5,Sheema,2,0,1,0,1532,3976,2.6,1.1,2.36,1295.72,0.01,10,0.33,74,2.47,353.58,11.79,54916.33,1830.54,2072.12,52.1,5,1,1,11,4,8,3,11,1,0,1,20,20,22,7,0,2,365,11,2.766599598,18,4.527162978,6,1,0,0,0,0,1,0,1,1,0,1,0,4,2194.737251,660,44000,3.489346379,1.503818812,2.46455124,0.479611413,0.107154402,23,2,Cluster2,0,1,0,0,3,2,0,1,,,,,2,4,,,,,,,25,,,,1,,,,,,,2,,1,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,2,,,,,,,30,,1,10,,,,10,,2,,4,,,3,,,,1,,,,30,,,,,,,,,,5,,,,,,,11.89,,,,151.89,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,1,,,,,,,,,,,,,,,,,,5,,30,5,,,,,,,,,,,1,,,,,,243,394.89
62,N6,Sheema,2,0,1,0,1525,3148,2.4,1.1,2.18,940,0.01,10,0.3,62.1,2.22,309.4,11.05,47597.76,1699.92,1926.28,61.2,4,2,1,10,4,7,3,7,1,0,1,19,19,42,0,0,0,365,9,2.858958069,18,5.717916137,6,1,0,0,0,0,1,0,1,1,0,1,0,4,2537.107154,235.875,97389.34056,3.418839718,2.100937491,6.012001216,0.67004987,0.261391357,23,2,Cluster2,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,6,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,,,,21,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,446.225,,,,6,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,,2,,,,,,511.225,532.225
63,N7,Sheema,2,0,1,0,1517,4556,2.4,1.1,2.18,38304.7,0.01,10,8.41,52,2.26,289.02,12.57,64031.49,2783.98,5373.05,117.9,5,1,1,8,4,4,3,10,0,1,2,27,27,45,4,0,1,365,10,2.194907814,13,2.853380158,6,1,0,0,0,0,1,0,1,1,0,1,0,4,4351.616255,1227,1068353.588,2.4885397,0.180265249,1.05411274,0.056002548,0.04216451,25,3,Cluster3,0,0,1,0,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,90,,,,,2,,,,,,,,,2,,3,,,4,,,,,,,,,2,,12,,,,,10,,1,,,,,15,,30,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,,,2,,,,,10,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,334.25,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,,1,,,,,,374.25,547.25
64,N8,Sheema,2,0,1,0,1508,2260,2.7,1.1,2.45,19588.2,0.01,10,8.67,51.6,1.91,275.97,10.22,47709.01,1767,3239.75,143.4,7,2,0,10,3,5,1,9,1,0,1,12,12,27,6,0,0,365,11,4.867256637,16,7.079646018,5,0,0,0,0,0,1,0,1,1,0,1,0,4,1753.290508,455.625,222000,4.317992431,1.120504837,1.687425151,0.323309354,0.052732036,32,4,Cluster4,0,0,0,1,2,0,1,1,,,,,,10,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,,,,,,,,,,40,,,,,4,121,,,,,,1,,5,,,,,,,1,,,,20,,,,,,,,,,,,,,,,,4.84,,,,222.84,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,100,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,169.4,,,,,,,,,,,,,30,,,,,,,,,,4,,,,,,,,,,,,,,,,,400.4,623.24
